nome_uf;nome_mun
Alagoas;JEQUIA DA PRAIA
Alagoas;JOAQUIM GOMES
Alagoas;JUNDIA
Alagoas;JUNQUEIRO
Alagoas;LAGOA DA CANOA
Alagoas;LIMOEIRO DE ANADIA
Alagoas;MACEIO
Alagoas;MAJOR ISIDORO
Alagoas;MARAGOGI
Alagoas;MARAVILHA
Alagoas;MARECHAL DEODORO
Alagoas;MARIBONDO
Alagoas;MAR VERMELHO
Alagoas;MATA GRANDE
Alagoas;MATRIZ DE CAMARAGIBE
Alagoas;MESSIAS
Alagoas;MINADOR DO NEGRAO
Alagoas;MONTEIROPOLIS
Alagoas;MURICI
Alagoas;NOVO LINO
Alagoas;OLHO D'AGUA DAS FLORES
Alagoas;OLHO D'AGUA DO CASADO
Alagoas;OLHO D'AGUA GRANDE
Alagoas;OLIVENCA
Alagoas;OURO BRANCO
Alagoas;PALESTINA
Alagoas;PALMEIRA DOS INDIOS
Alagoas;PAO DE ACUCAR
Alagoas;PARICONHA
Alagoas;PARIPUEIRA
Alagoas;PASSO DE CAMARAGIBE
Alagoas;PAULO JACINTO
Alagoas;PENEDO
Alagoas;PIACABUCU
Alagoas;PILAR
Alagoas;PINDOBA
Alagoas;PIRANHAS
Alagoas;POCO DAS TRINCHEIRAS
Alagoas;PORTO CALVO
Alagoas;PORTO DE PEDRAS
Alagoas;PORTO REAL DO COLEGIO
Alagoas;QUEBRANGULO
Alagoas;RIO LARGO
Alagoas;ROTEIRO
Alagoas;SANTA LUZIA DO NORTE
Alagoas;SANTANA DO IPANEMA
Alagoas;SANTANA DO MUNDAU
Alagoas;SAO BRAS
Alagoas;SAO JOSE DA LAJE
Alagoas;SAO JOSE DA TAPERA
Alagoas;SAO LUIS DO QUITUNDE
Alagoas;SAO MIGUEL DOS CAMPOS
Alagoas;SAO MIGUEL DOS MILAGRES
Alagoas;SAO SEBASTIAO
Alagoas;SATUBA
Alagoas;SENADOR RUI PALMEIRA
Alagoas;TANQUE D'ARCA
Alagoas;TAQUARANA
Alagoas;TEOTONIO VILELA
Alagoas;TRAIPU
Alagoas;UNIAO DOS PALMARES
Alagoas;VICOSA
Sergipe;AMPARO DO SAO FRANCISCO
Sergipe;AQUIDABA
Sergipe;ARACAJU
Sergipe;ARAUA
Sergipe;AREIA BRANCA
Sergipe;BARRA DOS COQUEIROS
Sergipe;BOQUIM
Sergipe;BREJO GRANDE
Sergipe;CAMPO DO BRITO
Sergipe;CANHOBA
Sergipe;CANINDE DE SAO FRANCISCO
Sergipe;CAPELA
Sergipe;CARIRA
Sergipe;CARMOPOLIS
Sergipe;CEDRO DE SAO JOAO
Sergipe;CRISTINAPOLIS
Sergipe;CUMBE
Sergipe;DIVINA PASTORA
Sergipe;ESTANCIA
Sergipe;FEIRA NOVA
Sergipe;FREI PAULO
Sergipe;GARARU
Sergipe;GENERAL MAYNARD
Sergipe;GRACHO CARDOSO
Sergipe;ILHA DAS FLORES
Sergipe;INDIAROBA
Sergipe;ITABAIANA
Sergipe;ITABAIANINHA
Sergipe;ITABI
Sergipe;ITAPORANGA D'AJUDA
Sergipe;JAPARATUBA
Sergipe;JAPOATA
Sergipe;LAGARTO
Sergipe;LARANJEIRAS
Sergipe;MACAMBIRA
Sergipe;MALHADA DOS BOIS
Sergipe;MALHADOR
Sergipe;MARUIM
Sergipe;MOITA BONITA
Sergipe;MONTE ALEGRE DE SERGIPE
Sergipe;MURIBECA
Sergipe;NEOPOLIS
Sergipe;NOSSA SENHORA APARECIDA
Sergipe;NOSSA SENHORA DA GLORIA
Sergipe;NOSSA SENHORA DAS DORES
Sergipe;NOSSA SENHORA DE LOURDES
Sergipe;NOSSA SENHORA DO SOCORRO
Sergipe;PACATUBA
Sergipe;PEDRA MOLE
Sergipe;PEDRINHAS
Sergipe;PINHAO
Sergipe;PIRAMBU
Sergipe;POCO REDONDO
Sergipe;POCO VERDE
Sergipe;PORTO DA FOLHA
Sergipe;PROPRIA
Sergipe;RIACHAO DO DANTAS
Sergipe;RIACHUELO
Sergipe;RIBEIROPOLIS
Sergipe;ROSARIO DO CATETE
Sergipe;SALGADO
Sergipe;SANTA LUZIA DO ITANHY
Sergipe;SANTANA DO SAO FRANCISCO
Sergipe;SANTA ROSA DE LIMA
Sergipe;SANTO AMARO DAS BROTAS
Sergipe;SAO CRISTOVAO
Sergipe;SAO DOMINGOS
Sergipe;SAO FRANCISCO
Sergipe;SAO MIGUEL DO ALEIXO
Sergipe;SIMAO DIAS
Sergipe;SIRIRI
Sergipe;TELHA
Sergipe;TOBIAS BARRETO
Sergipe;TOMAR DO GERU
Sergipe;UMBAUBA
Bahia;ABAIRA
Bahia;ABARE
Bahia;ACAJUTIBA
Bahia;ADUSTINA
Bahia;AGUA FRIA
Bahia;ERICO CARDOSO
Bahia;AIQUARA
Bahia;ALAGOINHAS
Bahia;ALCOBACA
Bahia;ALMADINA
Bahia;AMARGOSA
Bahia;AMELIA RODRIGUES
Bahia;AMERICA DOURADA
Bahia;ANAGE
Bahia;ANDARAI
Bahia;ANDORINHA
Bahia;ANGICAL
Bahia;ANGUERA
Bahia;ANTAS
Bahia;ANTONIO CARDOSO
Bahia;ANTONIO GONCALVES
Bahia;APORA
Bahia;APUAREMA
Bahia;ARACATU
Bahia;ARACAS
Bahia;ARACI
Bahia;ARAMARI
Bahia;ARATACA
Bahia;ARATUIPE
Bahia;AURELINO LEAL
Bahia;BAIANOPOLIS
Bahia;BAIXA GRANDE
Bahia;BANZAE
Bahia;BARRA
Bahia;BARRA DA ESTIVA
Bahia;BARRA DO CHOCA
Bahia;BARRA DO MENDES
Bahia;BARRA DO ROCHA
Bahia;BARREIRAS
Bahia;BARRO ALTO
Bahia;BARROCAS
Bahia;BARRO PRETO
Bahia;BELMONTE
Bahia;BELO CAMPO
Bahia;BIRITINGA
Bahia;BOA NOVA
Bahia;BOA VISTA DO TUPIM
Bahia;BOM JESUS DA LAPA
Bahia;BOM JESUS DA SERRA
Bahia;BONINAL
Bahia;BONITO
Bahia;BOQUIRA
Bahia;BOTUPORA
Bahia;BREJOES
Bahia;BREJOLANDIA
Bahia;BROTAS DE MACAUBAS
Bahia;BRUMADO
Bahia;BUERAREMA
Bahia;BURITIRAMA
Bahia;CAATIBA
Bahia;CABACEIRAS DO PARAGUACU
Bahia;CACHOEIRA
Bahia;CACULE
Bahia;CAEM
Bahia;CAETANOS
Bahia;CAETITE
Bahia;CAFARNAUM
Bahia;CAIRU
Bahia;CALDEIRAO GRANDE
Bahia;CAMACAN
Bahia;CAMACARI
Bahia;CAMAMU
Bahia;CAMPO ALEGRE DE LOURDES
Bahia;CAMPO FORMOSO
Bahia;CANAPOLIS
Bahia;CANARANA
Bahia;CANAVIEIRAS
Bahia;CANDEAL
Bahia;CANDEIAS
Bahia;CANDIBA
Bahia;CANDIDO SALES
Bahia;CANSANCAO
Bahia;CANUDOS
Bahia;CAPELA DO ALTO ALEGRE
Bahia;CAPIM GROSSO
Bahia;CARAIBAS
Bahia;CARAVELAS
Bahia;CARDEAL DA SILVA
Bahia;CARINHANHA
Bahia;CASA NOVA
Bahia;CASTRO ALVES
Bahia;CATOLANDIA
Bahia;CATU
Bahia;CATURAMA
Bahia;CENTRAL
Bahia;CHORROCHO
Bahia;CICERO DANTAS
Bahia;CIPO
Bahia;COARACI
Bahia;COCOS
Bahia;CONCEICAO DA FEIRA
Bahia;CONCEICAO DO ALMEIDA
Bahia;CONCEICAO DO COITE
Bahia;CONCEICAO DO JACUIPE
Bahia;CONDE
Bahia;CONDEUBA
Bahia;CONTENDAS DO SINCORA
Bahia;CORACAO DE MARIA
Bahia;CORDEIROS
Bahia;CORIBE
Bahia;CORONEL JOAO SA
Bahia;CORRENTINA
Bahia;COTEGIPE
Bahia;CRAVOLANDIA
Bahia;CRISOPOLIS
Bahia;CRISTOPOLIS
Bahia;CRUZ DAS ALMAS
Bahia;CURACA
Bahia;DARIO MEIRA
Bahia;DIAS D'AVILA
Bahia;DOM BASILIO
Bahia;DOM MACEDO COSTA
Bahia;ELISIO MEDRADO
Bahia;ENCRUZILHADA
Bahia;ENTRE RIOS
Bahia;ESPLANADA
Bahia;EUCLIDES DA CUNHA
Bahia;EUNAPOLIS
Bahia;FATIMA
Bahia;FEIRA DA MATA
Bahia;FEIRA DE SANTANA
Bahia;FILADELFIA
Bahia;FIRMINO ALVES
Bahia;FLORESTA AZUL
Bahia;FORMOSA DO RIO PRETO
Bahia;GANDU
Bahia;GAVIAO
Bahia;GENTIO DO OURO
Bahia;GLORIA
Bahia;GONGOGI
Bahia;GOVERNADOR MANGABEIRA
Bahia;GUAJERU
Bahia;GUANAMBI
Bahia;GUARATINGA
Bahia;HELIOPOLIS
Bahia;IACU
Bahia;IBIASSUCE
Bahia;IBICARAI
Bahia;IBICOARA
Bahia;IBICUI
Bahia;IBIPEBA
Bahia;IBIPITANGA
Bahia;IBIQUERA
Bahia;IBIRAPITANGA
Bahia;IBIRAPUA
Bahia;IBIRATAIA
Bahia;IBITIARA
Bahia;IBITITA
Bahia;IBOTIRAMA
Bahia;ICHU
Bahia;IGAPORA
Bahia;IGRAPIUNA
Bahia;IGUAI
Bahia;ILHEUS
Bahia;INHAMBUPE
Bahia;IPECAETA
Bahia;IPIAU
Bahia;IPIRA
Bahia;IPUPIARA
Bahia;IRAJUBA
Bahia;IRAMAIA
Bahia;IRAQUARA
Bahia;IRARA
Bahia;IRECE
Bahia;ITABELA
Bahia;ITABERABA
Bahia;ITABUNA
Bahia;ITACARE
Bahia;ITAETE
Bahia;ITAGI
Bahia;ITAGIBA
Bahia;ITAGIMIRIM
Bahia;ITAGUACU DA BAHIA
Bahia;ITAJU DO COLONIA
Bahia;ITAJUIPE
Bahia;ITAMARAJU
Bahia;ITAMARI
Bahia;ITAMBE
Bahia;ITANAGRA
Bahia;ITANHEM
Bahia;ITAPARICA
Bahia;ITAPE
Bahia;ITAPEBI
Bahia;ITAPETINGA
Bahia;ITAPICURU
Bahia;ITAPITANGA
Bahia;ITAQUARA
Bahia;ITARANTIM
Bahia;ITATIM
Bahia;ITIRUCU
Bahia;ITIUBA
Bahia;ITORORO
Bahia;ITUACU
Bahia;ITUBERA
Bahia;IUIU
Bahia;JABORANDI
Bahia;JACARACI
Bahia;JACOBINA
Bahia;JAGUAQUARA
Bahia;JAGUARARI
Bahia;JAGUARIPE
Bahia;JANDAIRA
Bahia;JEQUIE
Bahia;JEREMOABO
Bahia;JIQUIRICA
Bahia;JITAUNA
Bahia;JOAO DOURADO
Bahia;JUAZEIRO
Bahia;JUCURUCU
Bahia;JUSSARA
Bahia;JUSSARI
Bahia;JUSSIAPE
Bahia;LAFAIETE COUTINHO
Bahia;LAGOA REAL
Bahia;LAJE
Bahia;LAJEDAO
Bahia;LAJEDINHO
Bahia;LAJEDO DO TABOCAL
Bahia;LAMARAO
Bahia;LAPAO
Bahia;LAURO DE FREITAS
Bahia;LENCOIS
Bahia;LICINIO DE ALMEIDA
Bahia;LIVRAMENTO DE NOSSA SENHORA
Bahia;LUIS EDUARDO MAGALHAES
Bahia;MACAJUBA
Bahia;MACARANI
Bahia;MACAUBAS
Bahia;MACURURE
Bahia;MADRE DE DEUS
Bahia;MAETINGA
Bahia;MAIQUINIQUE
Bahia;MAIRI
Bahia;MALHADA
Bahia;MALHADA DE PEDRAS
Bahia;MANOEL VITORINO
Bahia;MANSIDAO
Bahia;MARACAS
Bahia;MARAGOGIPE
Bahia;MARAU
Bahia;MARCIONILIO SOUZA
Bahia;MASCOTE
Bahia;MATA DE SAO JOAO
Bahia;MATINA
Bahia;MEDEIROS NETO
Bahia;MIGUEL CALMON
Bahia;MILAGRES
Bahia;MIRANGABA
Bahia;MIRANTE
Bahia;MONTE SANTO
Bahia;MORPARA
Bahia;MORRO DO CHAPEU
Bahia;MORTUGABA
Bahia;MUCUGE
Bahia;MUCURI
Bahia;MULUNGU DO MORRO
Bahia;MUNDO NOVO
Bahia;MUNIZ FERREIRA
Bahia;MUQUEM DO SAO FRANCISCO
Bahia;MURITIBA
Bahia;MUTUIPE
Bahia;NAZARE
Bahia;NILO PECANHA
Bahia;NORDESTINA
Bahia;NOVA CANAA
Bahia;NOVA FATIMA
Bahia;NOVA IBIA
Bahia;NOVA ITARANA
Bahia;NOVA REDENCAO
Bahia;NOVA SOURE
Bahia;NOVA VICOSA
Bahia;NOVO HORIZONTE
Bahia;NOVO TRIUNFO
Bahia;OLINDINA
Bahia;OLIVEIRA DOS BREJINHOS
Bahia;OURICANGAS
Bahia;OUROLANDIA
Bahia;PALMAS DE MONTE ALTO
Bahia;PALMEIRAS
Bahia;PARAMIRIM
Bahia;PARATINGA
Bahia;PARIPIRANGA
Bahia;PAU BRASIL
Bahia;PAULO AFONSO
Bahia;PE DE SERRA
Bahia;PEDRAO
Bahia;PEDRO ALEXANDRE
Bahia;PIATA
Bahia;PILAO ARCADO
Bahia;PINDAI
Bahia;PINDOBACU
Bahia;PINTADAS
Bahia;PIRAI DO NORTE
Bahia;PIRIPA
Bahia;PIRITIBA
Bahia;PLANALTINO
Bahia;PLANALTO
Bahia;POCOES
Bahia;POJUCA
Bahia;PONTO NOVO
Bahia;PORTO SEGURO
Bahia;POTIRAGUA
Bahia;PRADO
Bahia;PRESIDENTE DUTRA
Bahia;PRESIDENTE JANIO QUADROS
Bahia;PRESIDENTE TANCREDO NEVES
Bahia;QUEIMADAS
Bahia;QUIJINGUE
Bahia;QUIXABEIRA
Bahia;RAFAEL JAMBEIRO
Bahia;REMANSO
Bahia;RETIROLANDIA
Bahia;RIACHAO DAS NEVES
Bahia;RIACHAO DO JACUIPE
Bahia;RIACHO DE SANTANA
Bahia;RIBEIRA DO AMPARO
Bahia;RIBEIRA DO POMBAL
Bahia;RIBEIRAO DO LARGO
Bahia;RIO DE CONTAS
Bahia;RIO DO ANTONIO
Bahia;RIO DO PIRES
Bahia;RIO REAL
Bahia;RODELAS
Bahia;RUY BARBOSA
Bahia;SALINAS DA MARGARIDA
Bahia;SALVADOR
Bahia;SANTA BARBARA
Bahia;SANTA BRIGIDA
Bahia;SANTA CRUZ CABRALIA
Bahia;SANTA CRUZ DA VITORIA
Bahia;SANTA INES
Bahia;SANTALUZ
Bahia;SANTA LUZIA
Bahia;SANTA MARIA DA VITORIA
Bahia;SANTANA
Bahia;SANTANOPOLIS
Bahia;SANTA RITA DE CASSIA
Bahia;SANTA TEREZINHA
Bahia;SANTO AMARO
Bahia;SANTO ANTONIO DE JESUS
Bahia;SANTO ESTEVAO
Bahia;SAO DESIDERIO
Bahia;SAO DOMINGOS
Bahia;SAO FELIX
Bahia;SAO FELIX DO CORIBE
Bahia;SAO FELIPE
Bahia;SAO FRANCISCO DO CONDE
Bahia;SAO GABRIEL
Bahia;SAO GONCALO DOS CAMPOS
Bahia;SAO JOSE DA VITORIA
Bahia;SAO JOSE DO JACUIPE
Bahia;SAO MIGUEL DAS MATAS
Bahia;SAO SEBASTIAO DO PASSE
Bahia;SAPEACU
Bahia;SATIRO DIAS
Bahia;SAUBARA
Bahia;SAUDE
Bahia;SEABRA
Bahia;SEBASTIAO LARANJEIRAS
Bahia;SENHOR DO BONFIM
Bahia;SERRA DO RAMALHO
Bahia;SENTO SE
Bahia;SERRA DOURADA
Bahia;SERRA PRETA
Bahia;SERRINHA
Bahia;SERROLANDIA
Bahia;SIMOES FILHO
Bahia;SITIO DO MATO
Bahia;SITIO DO QUINTO
Bahia;SOBRADINHO
Bahia;SOUTO SOARES
Bahia;TABOCAS DO BREJO VELHO
Bahia;TANHACU
Bahia;TANQUE NOVO
Bahia;TANQUINHO
Bahia;TAPEROA
Bahia;TAPIRAMUTA
Bahia;TEIXEIRA DE FREITAS
Bahia;TEODORO SAMPAIO
Bahia;TEOFILANDIA
Bahia;TEOLANDIA
Bahia;TERRA NOVA
Bahia;TREMEDAL
Bahia;TUCANO
Bahia;UAUA
Bahia;UBAIRA
Bahia;UBAITABA
Bahia;UBATA
Bahia;UIBAI
Bahia;UMBURANAS
Bahia;UNA
Bahia;URANDI
Bahia;URUCUCA
Bahia;UTINGA
Bahia;VALENCA
Bahia;VALENTE
Bahia;VARZEA DA ROCA
Bahia;VARZEA DO POCO
Bahia;VARZEA NOVA
Bahia;VARZEDO
Bahia;VERA CRUZ
Bahia;VEREDA
Bahia;VITORIA DA CONQUISTA
Bahia;WAGNER
Bahia;WANDERLEY
Bahia;WENCESLAU GUIMARAES
Bahia;XIQUE-XIQUE
Minas Gerais;ABADIA DOS DOURADOS
Minas Gerais;ABAETE
Minas Gerais;ABRE CAMPO
Minas Gerais;ACAIACA
Minas Gerais;ACUCENA
Minas Gerais;AGUA BOA
Minas Gerais;AGUA COMPRIDA
Minas Gerais;AGUANIL
Minas Gerais;AGUAS FORMOSAS
Minas Gerais;AGUAS VERMELHAS
Minas Gerais;AIMORES
Minas Gerais;AIURUOCA
Minas Gerais;ALAGOA
Minas Gerais;ALBERTINA
Minas Gerais;ALEM PARAIBA
Minas Gerais;ALFENAS
Minas Gerais;ALFREDO VASCONCELOS
Minas Gerais;ALMENARA
Minas Gerais;ALPERCATA
Minas Gerais;ALPINOPOLIS
Minas Gerais;ALTEROSA
Minas Gerais;ALTO CAPARAO
Minas Gerais;ALTO RIO DOCE
Minas Gerais;ALVARENGA
Minas Gerais;ALVINOPOLIS
Minas Gerais;ALVORADA DE MINAS
Minas Gerais;AMPARO DO SERRA
Minas Gerais;ANDRADAS
Minas Gerais;CACHOEIRA DE PAJEU
Minas Gerais;ANDRELANDIA
Minas Gerais;ANGELANDIA
Minas Gerais;ANTONIO CARLOS
Minas Gerais;ANTONIO DIAS
Minas Gerais;ANTONIO PRADO DE MINAS
Minas Gerais;ARACAI
Minas Gerais;ARACITABA
Minas Gerais;ARACUAI
Minas Gerais;ARAGUARI
Minas Gerais;ARANTINA
Minas Gerais;ARAPONGA
Minas Gerais;ARAPORA
Minas Gerais;ARAPUA
Minas Gerais;ARAUJOS
Minas Gerais;ARAXA
Minas Gerais;ARCEBURGO
Minas Gerais;ARCOS
Minas Gerais;AREADO
Minas Gerais;ARGIRITA
Minas Gerais;ARICANDUVA
Minas Gerais;ARINOS
Minas Gerais;ASTOLFO DUTRA
Minas Gerais;ATALEIA
Minas Gerais;AUGUSTO DE LIMA
Minas Gerais;BAEPENDI
Minas Gerais;BALDIM
Minas Gerais;BAMBUI
Minas Gerais;BANDEIRA
Minas Gerais;BANDEIRA DO SUL
Minas Gerais;BARAO DE COCAIS
Minas Gerais;BARAO DE MONTE ALTO
Minas Gerais;BARBACENA
Minas Gerais;BARRA LONGA
Minas Gerais;BARROSO
Minas Gerais;BELA VISTA DE MINAS
Minas Gerais;BELMIRO BRAGA
Minas Gerais;BELO HORIZONTE
Minas Gerais;BELO ORIENTE
Minas Gerais;BELO VALE
Minas Gerais;BERILO
Minas Gerais;BERTOPOLIS
Minas Gerais;BERIZAL
Minas Gerais;BETIM
Minas Gerais;BIAS FORTES
Minas Gerais;BICAS
Minas Gerais;BIQUINHAS
Minas Gerais;BOA ESPERANCA
Minas Gerais;BOCAINA DE MINAS
Minas Gerais;BOCAIUVA
Minas Gerais;BOM DESPACHO
Minas Gerais;BOM JARDIM DE MINAS
Minas Gerais;BOM JESUS DA PENHA
Minas Gerais;BOM JESUS DO AMPARO
Minas Gerais;BOM JESUS DO GALHO
Minas Gerais;BOM REPOUSO
Minas Gerais;BOM SUCESSO
Minas Gerais;BONFIM
Minas Gerais;BONFINOPOLIS DE MINAS
Minas Gerais;BONITO DE MINAS
Minas Gerais;BORDA DA MATA
Minas Gerais;BOTELHOS
Minas Gerais;BOTUMIRIM
Minas Gerais;BRASILANDIA DE MINAS
Minas Gerais;BRASILIA DE MINAS
Minas Gerais;BRAS PIRES
Minas Gerais;BRAUNAS
Minas Gerais;BRAZOPOLIS
Minas Gerais;BRUMADINHO
Minas Gerais;BUENO BRANDAO
Minas Gerais;BUENOPOLIS
Minas Gerais;BUGRE
Minas Gerais;BURITIS
Minas Gerais;BURITIZEIRO
Minas Gerais;CABECEIRA GRANDE
Minas Gerais;CABO VERDE
Minas Gerais;CACHOEIRA DA PRATA
Minas Gerais;CACHOEIRA DE MINAS
Minas Gerais;CACHOEIRA DOURADA
Minas Gerais;CAETANOPOLIS
Minas Gerais;CAETE
Minas Gerais;CAIANA
Minas Gerais;CAJURI
Minas Gerais;CALDAS
Minas Gerais;CAMACHO
Minas Gerais;CAMANDUCAIA
Minas Gerais;CAMBUI
Minas Gerais;CAMBUQUIRA
Minas Gerais;CAMPANARIO
Minas Gerais;CAMPANHA
Minas Gerais;CAMPESTRE
Minas Gerais;CAMPINA VERDE
Minas Gerais;CAMPO AZUL
Minas Gerais;CAMPO BELO
Minas Gerais;CAMPO DO MEIO
Minas Gerais;CAMPO FLORIDO
Minas Gerais;CAMPOS ALTOS
Minas Gerais;CAMPOS GERAIS
Minas Gerais;CANAA
Minas Gerais;CANAPOLIS
Minas Gerais;CANA VERDE
Minas Gerais;CANDEIAS
Minas Gerais;CANTAGALO
Minas Gerais;CAPARAO
Minas Gerais;CAPELA NOVA
Minas Gerais;CAPELINHA
Minas Gerais;CAPETINGA
Minas Gerais;CAPIM BRANCO
Minas Gerais;CAPINOPOLIS
Minas Gerais;CAPITAO ANDRADE
Minas Gerais;CAPITAO ENEAS
Minas Gerais;CAPITOLIO
Minas Gerais;CAPUTIRA
Minas Gerais;CARAI
Minas Gerais;CARANAIBA
Minas Gerais;CARANDAI
Minas Gerais;CARANGOLA
Minas Gerais;CARATINGA
Minas Gerais;CARBONITA
Minas Gerais;CAREACU
Minas Gerais;CARLOS CHAGAS
Minas Gerais;CARMESIA
Minas Gerais;CARMO DA CACHOEIRA
Minas Gerais;CARMO DA MATA
Minas Gerais;CARMO DE MINAS
Minas Gerais;CARMO DO CAJURU
Minas Gerais;CARMO DO PARANAIBA
Minas Gerais;CARMO DO RIO CLARO
Minas Gerais;CARMOPOLIS DE MINAS
Minas Gerais;CARNEIRINHO
Minas Gerais;CARRANCAS
Minas Gerais;CARVALHOPOLIS
Minas Gerais;CARVALHOS
Minas Gerais;CASA GRANDE
Minas Gerais;CASCALHO RICO
Minas Gerais;CASSIA
Minas Gerais;CONCEICAO DA BARRA DE MINAS
Minas Gerais;CATAGUASES
Minas Gerais;CATAS ALTAS
Minas Gerais;CATAS ALTAS DA NORUEGA
Minas Gerais;CATUJI
Minas Gerais;CATUTI
Minas Gerais;CAXAMBU
Minas Gerais;CEDRO DO ABAETE
Minas Gerais;CENTRAL DE MINAS
Minas Gerais;CENTRALINA
Minas Gerais;CHACARA
Minas Gerais;CHALE
Minas Gerais;CHAPADA DO NORTE
Minas Gerais;CHAPADA GAUCHA
Minas Gerais;CHIADOR
Minas Gerais;CIPOTANEA
Minas Gerais;CLARAVAL
Minas Gerais;CLARO DOS POCOES
Minas Gerais;CLAUDIO
Minas Gerais;COIMBRA
Minas Gerais;COLUNA
Minas Gerais;COMENDADOR GOMES
Minas Gerais;COMERCINHO
Minas Gerais;CONCEICAO DA APARECIDA
Minas Gerais;CONCEICAO DAS PEDRAS
Minas Gerais;CONCEICAO DAS ALAGOAS
Minas Gerais;CONCEICAO DE IPANEMA
Minas Gerais;CONCEICAO DO MATO DENTRO
Minas Gerais;CONCEICAO DO PARA
Minas Gerais;CONCEICAO DO RIO VERDE
Minas Gerais;CONCEICAO DOS OUROS
Minas Gerais;CONEGO MARINHO
Minas Gerais;CONFINS
Minas Gerais;CONGONHAL
Minas Gerais;CONGONHAS
Minas Gerais;CONGONHAS DO NORTE
Minas Gerais;CONQUISTA
Minas Gerais;CONSELHEIRO LAFAIETE
Minas Gerais;CONSELHEIRO PENA
Minas Gerais;CONSOLACAO
Minas Gerais;CONTAGEM
Minas Gerais;COQUEIRAL
Minas Gerais;CORACAO DE JESUS
Minas Gerais;CORDISBURGO
Minas Gerais;CORDISLANDIA
Minas Gerais;CORINTO
Minas Gerais;COROACI
Minas Gerais;COROMANDEL
Minas Gerais;CORONEL FABRICIANO
Minas Gerais;CORONEL MURTA
Minas Gerais;CORONEL PACHECO
Minas Gerais;CORONEL XAVIER CHAVES
Minas Gerais;CORREGO DANTA
Minas Gerais;CORREGO DO BOM JESUS
Minas Gerais;CORREGO FUNDO
Minas Gerais;CORREGO NOVO
Minas Gerais;COUTO DE MAGALHAES DE MINAS
Minas Gerais;CRISOLITA
Minas Gerais;CRISTAIS
Minas Gerais;CRISTALIA
Minas Gerais;CRISTIANO OTONI
Minas Gerais;CRISTINA
Minas Gerais;CRUCILANDIA
Minas Gerais;CRUZEIRO DA FORTALEZA
Minas Gerais;CRUZILIA
Minas Gerais;CUPARAQUE
Minas Gerais;CURRAL DE DENTRO
Minas Gerais;CURVELO
Minas Gerais;DATAS
Minas Gerais;DELFIM MOREIRA
Minas Gerais;DELFINOPOLIS
Minas Gerais;DELTA
Minas Gerais;DESCOBERTO
Minas Gerais;DESTERRO DE ENTRE RIOS
Minas Gerais;DESTERRO DO MELO
Minas Gerais;DIAMANTINA
Minas Gerais;DIOGO DE VASCONCELOS
Minas Gerais;DIONISIO
Minas Gerais;DIVINESIA
Minas Gerais;DIVINO
Minas Gerais;DIVINO DAS LARANJEIRAS
Minas Gerais;DIVINOLANDIA DE MINAS
Minas Gerais;DIVINOPOLIS
Minas Gerais;DIVISA ALEGRE
Minas Gerais;DIVISA NOVA
Minas Gerais;DIVISOPOLIS
Minas Gerais;DOM BOSCO
Minas Gerais;DOM CAVATI
Minas Gerais;DOM JOAQUIM
Minas Gerais;DOM SILVERIO
Minas Gerais;DOM VICOSO
Minas Gerais;DONA EUZEBIA
Minas Gerais;DORES DE CAMPOS
Minas Gerais;DORES DE GUANHAES
Minas Gerais;DORES DO INDAIA
Minas Gerais;DORES DO TURVO
Minas Gerais;DORESOPOLIS
Minas Gerais;DOURADOQUARA
Minas Gerais;DURANDE
Minas Gerais;ELOI MENDES
Minas Gerais;ENGENHEIRO CALDAS
Minas Gerais;ENGENHEIRO NAVARRO
Minas Gerais;ENTRE FOLHAS
Minas Gerais;ENTRE RIOS DE MINAS
Minas Gerais;ERVALIA
Minas Gerais;ESMERALDAS
Minas Gerais;ESPERA FELIZ
Minas Gerais;ESPINOSA
Minas Gerais;ESPIRITO SANTO DO DOURADO
Minas Gerais;ESTIVA
Minas Gerais;ESTRELA DALVA
Minas Gerais;ESTRELA DO INDAIA
Minas Gerais;ESTRELA DO SUL
Minas Gerais;EUGENOPOLIS
Minas Gerais;EWBANK DA CAMARA
Minas Gerais;EXTREMA
Minas Gerais;FAMA
Minas Gerais;FARIA LEMOS
Minas Gerais;FELICIO DOS SANTOS
Minas Gerais;SAO GONCALO DO RIO PRETO
Minas Gerais;FELISBURGO
Minas Gerais;FELIXLANDIA
Minas Gerais;FERNANDES TOURINHO
Minas Gerais;FERROS
Minas Gerais;FERVEDOURO
Minas Gerais;FLORESTAL
Minas Gerais;FORMIGA
Minas Gerais;FORMOSO
Minas Gerais;FORTALEZA DE MINAS
Minas Gerais;FORTUNA DE MINAS
Minas Gerais;FRANCISCO BADARO
Minas Gerais;FRANCISCO DUMONT
Minas Gerais;FRANCISCO SA
Minas Gerais;FRANCISCOPOLIS
Minas Gerais;FREI GASPAR
Minas Gerais;FREI INOCENCIO
Minas Gerais;FREI LAGONEGRO
Minas Gerais;FRONTEIRA
Minas Gerais;FRONTEIRA DOS VALES
Minas Gerais;FRUTA DE LEITE
Minas Gerais;FRUTAL
Minas Gerais;FUNILANDIA
Minas Gerais;GALILEIA
Minas Gerais;GAMELEIRAS
Minas Gerais;GLAUCILANDIA
Minas Gerais;GOIABEIRA
Minas Gerais;GOIANA
Minas Gerais;GONCALVES
Minas Gerais;GONZAGA
Minas Gerais;GOUVEIA
